file,sha256,perceptual_hash,crop,condition,source_dataset,source_url,license,original_filename,environment,split
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0266.jpg,961179e6bd9b1f02480f5378c0d94c1d5e7ad528646b5762a97c89f3a63ed774,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0266.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0267.jpg,44e66cdd56ce53de95831066a1c5c696ee589e38c57ebe9204997e0c350c964a,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0267.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0268.jpg,5da793a3ba33777e2b1320dd79207307d734f46225e433d29cda841b7fec8c34,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0268.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0269.jpg,e1db0c6fb1dccb43ed27954c4e743351cc2d8c1ccec7ca222a1b270080530833,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0269.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0270.jpg,c42bc02a4d9a2e6b4374828a24aeb17e7228c9879e604fdfbc8d78fcf45e29a1,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0270.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0271.jpg,3f8dceea3cc3184d3d1c42d152f1ef27eb85f603a83b94ad48284c830b055908,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0271.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0272.jpg,f6fad374f0dfac072c981ff69e266d27d59021121cc6fd2442b85534cbabd7bb,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0272.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0273.jpg,c902839c5077b3111b886f6fdb05b3c44aa7c8810807afb9d9cb628592a199bf,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0273.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0274.jpg,57898d4bf97801a19ac424be8cbb90509f6bb2a6aedb24784c5cc0c6e5be89d8,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0274.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0275.jpg,9c336a438e8da41e61dfb20b67a7e28c20160287cec3d8124b6f991b0decb39c,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0275.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0276.jpg,6f81dccac6b417bcf2140991a318ac8c4f8bc771744ea0d72a9bae09c33d8d2f,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0276.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0277.jpg,5bcd8b897ea7e748d563f48b31386ac12a7454df603a538df4f1df316a68e212,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0277.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0278.jpg,d62435092b09872f342ed5f03883e4fe5e6f2f70f8fce58524100c4ea34d8790,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0278.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0279.jpg,52fbe8b56b43a65cfc37d14673c285ac249974fc07e9abb9c8d38fbe4cebface,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0279.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0280.jpg,d6d9ef54685290d4202ff9098cf655b8b0486f6beae20492fd3e3f03a4732435,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0280.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0281.jpg,3305275544929b3e1e6e0b400c95d9745e851bc338402848eb505c6c4de46518,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0281.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0282.jpg,f162b5da0c3de0a5d62e20bf7105a31d0d2fd71fc440c5b7a52774e3cc5ca23c,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0282.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0283.jpg,e7201c8ebbd7222462bd891b95bbdfe17d11b343f00d8a93995593ba306bdc4f,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0283.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0284.jpg,0dc700b459ca1a1235a883e9a49dd4603fc74de080b7117ff10efac20f647392,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0284.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0285.jpg,6e2566ec4f4f0d1ef6b1347b0c1fc1ff50bb0d06376aba7578226767aee41921,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0285.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0286.jpg,946a3333cf5f354c02082c425ac298f2acceceeff38c5b46e473aa614437d9ec,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0286.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0287.jpg,0d58035a16b33abebd1e646241547842cf8b2d9c0f2062663e0d322d463af654,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0287.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0288.jpg,585e155362593d31057d1cedfd059e34b30b8d1f4249392c6ee235df63802977,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0288.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0289.jpg,eaf0f201e65f5e5da89dbc2d84804163c855ed00e541d49876811e29d72e03de,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0289.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0290.jpg,08f0b78ece362b8fbf8b4c770321f7887ae785329d2feed081f699776fe885a7,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0290.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0291.jpg,a38b47292abf659108561617c06fb23b34c5557881c609664a1be8788466ab22,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0291.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0292.jpg,c4dbcb40b98af3b5e4419e4caca34f7c064fa52a6c5c039bf817a9f9dd8297a5,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0292.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0293.jpg,ba787ebf89ced34fb92351bb83a35bd9ae19d551d147827df11df29586881cfc,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0293.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0294.jpg,db9a14dc2680eb466606478c408991ed5fb8e533bfd37525e590041f859f5005,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0294.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0295.jpg,54e16d3db5a8a901bc020bd2bcebea363113ab12702b23f62cb1742aa59aad70,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0295.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0296.jpg,57cb8472f0b1f874b665887e43e57d417405dbe3f998faa20210afa9ce0537cc,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0296.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0297.jpg,f85c59bf4434805d1e20672898f2c862dfa81cfa039f9767be667b3561503c0f,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0297.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0298.jpg,6caa14a3d3f466ed9a84a5e868c5b5232117429b11d00a96d8b7161d5aa0212d,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0298.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0299.jpg,cc411ac51b360860764cfd4bd302de2149985c9eaac68b99722649edd8c5f8fe,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0299.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0300.jpg,b138a8b0ef0ed1411d8c44ddc6b111983631b583a6d9e4877b5d6c317ea9e0e6,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0300.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0301.jpg,01211fa35275b8a6e32b3b428d107f98477d7e655f98e126371fb4953ba4e3f2,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0301.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0302.jpg,9da582d728fc0c9b3e49c79de7d1a7abe10d6f04a24454c5637c5e2a4b3e20b3,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0302.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0303.jpg,691d37e5c9abc658670cbf817b2bec6d4199a1f4d9511814302016e11a120ed8,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0303.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0304.jpg,390e9ebf0d39a14d28416925831192c91cb54ea7450b3a19b956691ef95558fa,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0304.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0305.jpg,70ea2f54588b31c851008bb941355329e2873fc6317b8bb9210d43c0f4160a76,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0305.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0306.jpg,1a9934138993d7d0a503cd77e5e21f29ffa9fcc3ffe9599808b74c8254cf34f3,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0306.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0307.jpg,dd3162a937c9d34c3a025460942ee593b2f8bb6190e7502cc7b51b4fbdcf50c0,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0307.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0308.jpg,561d65d74c7a35a1ce27ae36cfe8d7db9da17c29fbafbd52f6d79578eb6bb55c,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0308.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0309.jpg,2a57f494bacf44645f6f4a240ecf113ec897b62eca47b3a9f1c3338478cd7843,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0309.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0310.jpg,97bc8efb99d5a8486204772a48f5649d6d20342853656763127c64dc91fa2ba9,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0310.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0311.jpg,0a8aa2c4a901cad6738182596fea0b480160506a74c6e1171e8a79cc622ed5cd,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0311.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0312.jpg,528c4cb129509b6794ef55a3f3279fbff9343a1e800bd7bc185b360934ca572c,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0312.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0313.jpg,fff3c727269d4fe490c8f23f3ebae0db2ed7b662c65f35ca65b68f300743f9c3,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0313.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0314.jpg,e1edbcb37c872ba94926abdf8b6447450c6eaae8b13922470fbf4ff6b9644b27,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0314.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0315.jpg,cd45670ebadad4f846e93e468c26d36b38082632cfb8bb30bda8a329351ea3c8,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0315.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0316.jpg,31dc37fbb0f4b2c689eae52c5fa36f32d028bd4fe5083536a9e8ce57e7b6beb6,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0316.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0317.jpg,80a4b518a72f83d63dcf5ea4c1f80e7839818234add7b691b8c7d572df09988d,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0317.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0318.jpg,adaaba9ac0d8ee04256090f44dafb43f5a43987fcc5d5dcc0d9303f9ca01612d,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0318.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0319.jpg,d601b0185766bce2c86c6b8e100b7c829d874cbf17fe132438968b936e331210,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0319.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0320.jpg,7dfbfae656096e6364a1a5f556f222944b8d0ed4447685d12c9c899986e2266d,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0320.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0321.jpg,66d32652976bcd9b0d68be7c091a68aeba868430ec31e794f584bf10294f6a92,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0321.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0322.jpg,0446d9d7aaae13d9e59e21d97a84e2b656d521d6980b529af1c1f3f8bcad72db,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0322.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0323.jpg,770dadfe6e8cd8f97ae9032f30791e307bf0b5beaf04997d6ebb6a00ef8b9685,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0323.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0324.jpg,112ff6772f2d5b0230aac4f462a43c91873f285b6f5393697412540edbc6776c,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0324.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0325.jpg,711f86fa1028de830302698c16b12e6373c4091c603ebfc16324fcbbc7d83e69,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0325.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0326.jpg,8c32612474fecf3a20e91161585c9dc676d833ed49b21a815c4268aaaae96e2e,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0326.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0327.jpg,60578c4ab3d76f39b7dcd2499a916f194509c93c06e2e3935b8c7abe84bba9bb,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0327.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0328.jpg,c30ba361952ed5262c4c8de09965de4986d83624489ecc644fca4bfe56118eb3,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0328.jpg,field,train
Tomato___Spider_mites Two-spotted_spider_mite/Tomato___Spider_mites Two-spotted_spider_mite_scale_0329.jpg,9843c2f636ce9624f27103e1c8307c2a42847cfff8a8dfd097f5287f1d60141a,0000000001111110011111100111111001111110011111100111111000000000,Tomato,Spider Mites,PlantVillage,https://github.com/spMohanty/PlantVillage-Dataset,CC BY-SA 4.0,Tomato___Spider_mites Two-spotted_spider_mite_raw_0329.jpg,field,train
