perceptual_hash,file,condition,assigned_split,action
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0009.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0010.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0011.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0012.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0013.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0014.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0015.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0016.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0017.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0018.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0019.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0020.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0021.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0022.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0023.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0024.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0025.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0026.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0027.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0028.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0029.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0030.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0031.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0032.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0033.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0034.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0035.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0036.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0037.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0038.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0039.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0040.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0041.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0042.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0043.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0044.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0045.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0046.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0047.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0048.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0049.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0050.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0051.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0052.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0053.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0054.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0055.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0056.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0057.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0058.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0059.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0060.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0061.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0062.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0063.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0064.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0065.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0066.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0067.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0068.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0069.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0070.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0071.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0072.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0073.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0074.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0075.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0076.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0077.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0078.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0079.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0080.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0081.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0082.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0083.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0084.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0085.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0086.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0087.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0088.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0089.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0090.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0091.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0092.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0093.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0094.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0095.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0096.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0097.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0098.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0099.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0100.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0101.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0102.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0103.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0104.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0105.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0106.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0107.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0108.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0109.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0110.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0111.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0112.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0113.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0114.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0115.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0116.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0117.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0118.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0119.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0120.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0121.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0122.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0123.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0124.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0125.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0126.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0127.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0128.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0129.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0130.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0131.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0132.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Rice-Bacterialblight\Rice-Bacterialblight_scale_0133.jpg,Rice-Bacterialblight,train,FORCE_SAME_SPLIT_GROUP
